Symbol,Score
SMC4,0.374
UFD1,0.119
WDHD1,0.376
RAD21,0.195
CCNB1,0.885
PBK,0.307
EME1,0.237
DCTN6,0.268
LARP7,0.285
RAD17,0.169
DTWD2,0.125
NME1,0.192
TRMT10A,0.111
CETN3,0.657
SNRPG,0.198
SMARCAD1,0.119
HIPK1,0.364
NCAPG,0.396
VPS37A,0.108
CEP170,0.832
RAD1,0.302
CENPU,0.409
ACTL6A,0.181
SPDL1,0.335
ISOC1,0.710
DCK,0.164
KIF2A,0.534
ARPC3,0.118
GMNN,0.396
TBC1D31,0.346
TTK,0.482
POC5,0.290
HMGB2,0.241
CEP120,0.448
MAD2L1,0.774
HMMR,0.673
SSR2,0.114
EZH2,0.259
DIS3L,0.139
NCAPD2,0.243
IST1,0.303
PPP1CA,0.924
CDK2,0.237
REEP4,0.216
CEP97,0.277
POLR3H,0.108
SKP1,0.182
DYNC1I2,0.207
RRM1,0.390
TCP1,0.304
RPS3,0.128
BANF1,0.102
CCNE2,0.620
RUVBL1,0.229
SRP9,0.133
ANKRD26,0.157
NPM1,0.126
G6PD,0.137
KNTC1,0.460
POLD3,0.214
CHORDC1,0.133
RAD51,0.161
USP33,0.265
HDAC3,0.231
UBXN2B,0.217
DPF2,0.353
FRG1,0.187
RAD54B,0.102
ACADS,0.141
WRAP53,0.102
EXO1,0.327
CKAP5,0.297
CDC27,0.497
IGHMBP2,0.218
RBM25,0.106
POC1B,0.279
TSG101,0.202
KIAA0753,0.133
C2CD3,0.248
CENPJ,0.989
RBL1,0.236
CEP57,0.524
CBX5,0.119
AAAS,0.575
COG6,0.906
PSMA1,0.148
RACGAP1,0.293
NUP107,0.147
CCT2,0.144
MRE11,0.171
NEK2,0.129
NSFL1C,0.329
RECQL,0.121
DNA2,0.149
KANSL2,0.157
WDR90,0.268
NUP85,0.455
FAM76B,0.131
SPAG5,0.416
RAD51AP1,0.149
TUBA1B,0.321
GPN3,0.102
TFDP1,0.128
SKA3,0.399
NCBP1,0.287
DTL,0.858
CIT,0.129
ZW10,0.132
NEDD1,0.995
NIT2,0.184
PFAS,0.106
DBR1,0.132
PLK4,1.000
TAF1,0.118
KIF2C,0.351
TMED10,0.187
PRC1,0.603
C2CD5,0.999
MAK16,0.109
SMC1A,0.123
AGGF1,0.194
ERH,0.110
CEP55,0.266
CCNF,0.264
CEP128,0.115
NEMP1,0.150
RAD51D,0.102
LRR1,0.220
DDAH2,0.146
NOP58,0.121
RTRAF,0.272
NINL,0.293
ORC5,0.471
DTYMK,0.164
GNAI2,0.316
HAT1,0.392
UBR7,0.121
SGO1,0.519
DLGAP5,0.422
ERC1,0.867
PPP4R3A,0.256
LATS1,0.209
CNOT9,0.352
CKAP2L,0.660
FANCD2,0.109
TRIP13,0.504
RTN4IP1,0.813
HAUS4,0.975
CCDC138,0.553
NSUN5,0.101
AARSD1,0.494
CCP110,0.991
CIR1,0.100
KIF22,0.235
NDC80,0.779
CCT8,0.262
CFAP20,0.136
PPP4C,0.553
EXOSC8,0.101
ATP23,0.104
CDT1,0.112
TEDC2,0.123
TBCD,0.121
PCNT,0.341
DCTN5,0.227
ZNF12,0.141
DVL2,0.298
TMOD3,0.909
PCLAF,0.120
TRIP4,0.422
KATNB1,0.153
MAP2K1,0.101
KLHDC4,0.101
TIPIN,0.337
DDX18,0.112
CCNB2,0.801
NUDT21,0.390
NUSAP1,0.194
TFAM,0.109
TUBGCP4,0.140
NUP93,0.255
VRK1,0.487
BUB1B,0.260
FZR1,0.167
UBA2,0.101
SHCBP1,0.277
BRIP1,0.299
KEAP1,0.991
NUP62,0.215
RFWD3,0.249
HAUS1,0.991
NUBP1,0.443
TOP2A,0.523
PLK1,0.744
CEP131,0.862
FLII,0.167
ASF1B,0.266
TK1,0.130
SKA1,0.458
SRSF2,0.794
GPATCH1,0.878
SNRPD1,0.143
KPNA2,0.162
LRRC45,0.116
CDC6,0.778
HAUS5,0.996
TUBG1,0.338
RPL27,0.212
KLHL12,0.151
NDE1,0.178
VPS4B,0.417
AURKB,0.859
KIF4A,0.616
PRPF4,0.941
GINS2,0.212
HAUS8,0.988
SUV39H1,0.202
JTB,0.102
TYMS,0.188
UTP20,0.112
ZMPSTE24,0.128
BCAS2,0.123
MYO9B,0.108
PRPF3,0.193
MAGOH,0.242
MARCKS,0.128
CAPZA1,0.205
CKS1B,0.147
RPA2,0.304
CCNA2,0.537
SLC16A1,0.172
GNAI3,0.203
KIF5B,0.136
POLE2,0.314
EIF2S2,0.142
H2AX,0.129
CKS2,0.144
ACTR1B,0.110
PCNA,0.678
MFAP1,0.160
ARL2,0.102
CCT4,0.221
KIF11,0.540
TUBB,0.259
RPL12,0.137
MAPKAPK2,0.130
PRKAR2B,0.198
RAB8A,0.103
LSM3,0.225
PPP4R3B,0.399
HDAC1,0.155
MAPRE1,0.277
SPOUT1,0.145
SF3A3,0.360
TAF5,0.428
DCAF12,0.406
GINS1,0.134
DSN1,0.199
ABRACL,0.960
MZT1,0.176
E2F1,0.294
TTLL12,0.152
GLE1,0.437
CDK6,0.100
HAUS6,0.995
DHX9,0.180
CDC20,0.867
EIF3A,0.152
KIF4B,0.659
PPA1,0.124
THOC6,0.165
MISP,0.338
CEP135,1.000
MIB1,0.113
PHF5A,0.246
ASPM,0.569
NFXL1,0.214
SRBD1,0.109
POC1A,0.297
LEO1,0.352
NUP205,0.127
NRBF2,0.705
ANP32B,0.164
PIGC,0.117
KIF18A,0.444
DNAJC9,0.305
SNRNP40,0.130
HPF1,0.144
FBXO5,0.234
GTSE1,0.269
BCCIP,0.274
MRPL40,0.146
DIAPH3,0.383
MRTO4,0.273
TPX2,0.377
LRRC40,0.214
PHAX,0.247
WDR11,0.129
NXT1,0.195
PCGF1,0.125
AUNIP,0.191
UXT,0.102
RCC2,0.130
RIOX1,0.110
NDC1,0.224
MCM8,0.119
MOB1A,0.107
SMC3,0.190
DSCC1,0.337
GAR1,0.237
TIMELESS,0.348
GINS3,0.150
PPIL1,0.305
RTCB,0.195
YTHDF2,0.633
LSM2,0.131
IFT52,0.116
